,time,altitude,w,speed,thrust,power
134,5.141356237969562,9.2758845871499,-3.6056499150103702,3.6056499150103702,17269.658142889624,300000.00309987983
135,5.179724568103663,9.414741999518665,-3.632476523302012,3.632476523302012,17269.580882307157,300000.0030998793
136,5.218092898237765,9.55462866931581,-3.6593013209890497,3.6593013209890497,17269.50304910333,300000.00309987884
137,5.256461228371865,9.695544526814967,-3.6861242947020956,3.6861242947020956,17269.424643318227,300000.0030998784
138,5.294829558505967,9.837489501776849,-3.7129454310727006,3.7129454310727006,17269.34566499234,300000.00309987785
139,5.333197888640068,9.980463523449245,-3.7397647167333643,3.7397647167333643,17269.266114166312,300000.0030998773
140,5.371566218774169,10.124466520567076,-3.7665821383175375,3.7665821383175375,17269.185990881204,300000.00309987686
141,5.409934548908271,10.269498421352438,-3.793397682459637,3.793397682459637,17269.105295178313,300000.0030998763
142,5.448302879042371,10.415559153514623,-3.820211335795043,3.820211335795043,17269.024027099247,300000.00309987576
143,5.486671209176473,10.56264864425016,-3.8470230849601124,3.8470230849601124,17268.94218668588,300000.0030998753
144,5.5250395393105745,10.710766820242869,-3.8738329165921837,3.8738329165921837,17268.859773980425,300000.00309987477
145,5.563407869444675,10.859913607663872,-3.9006408173295832,3.9006408173295832,17268.77678902537,300000.00309987424
146,5.601776199578777,11.010088932171657,-3.927446773811635,3.927446773811635,17268.693231863508,300000.0030998737
147,5.640144529712877,11.161292718912096,-3.954250772678663,3.954250772678663,17268.609102537892,300000.0030998732
148,5.678512859846979,11.31352489251849,-3.9810528005720007,3.9810528005720007,17268.524401091923,300000.0030998726
149,5.71688118998108,11.466785377111623,-4.007852844134,4.007852844134,17268.439127569272,300000.00309987203
150,5.755249520115181,11.621074096299774,-4.034650890008033,4.034650890008033,17268.35328201389,300000.0030998715
151,5.793617850249283,11.77639097317878,-4.0614469248385054,4.0614469248385054,17268.26686447003,300000.003099871
152,5.8319861803833835,11.932735930332058,-4.088240935270855,4.088240935270855,17268.17987498226,300000.00309987046
153,5.870354510517485,12.090108889830653,-4.115032907951567,4.115032907951567,17268.092313595436,300000.0030998698
154,5.908722840651586,12.24850977323329,-4.141822829528175,4.141822829528175,17268.004180354692,300000.0030998693
155,5.947091170785687,12.407938501586385,-4.168610686649272,4.168610686649272,17267.91547530545,300000.0030998687
156,5.985459500919789,12.568394995424121,-4.195396465964515,4.195396465964515,17267.826198493465,300000.00309986813
157,6.0238278310538895,12.729879174768458,-4.222180154124629,4.222180154124629,17267.7363499648,300000.0030998675
158,6.062196161187991,12.89239095912919,-4.248961737781424,4.248961737781424,17267.64592976573,300000.00309986697
159,6.100564491322092,13.05593026750399,-4.275741203587788,4.275741203587788,17267.554937942867,300000.0030998663
160,6.138932821456193,13.22049701837844,-4.302518538197706,4.302518538197706,17267.46337454315,300000.0030998657
161,6.177301151590295,13.386091129726074,-4.329293728266257,4.329293728266257,17267.371239613807,300000.0030998651
162,6.215669481724396,13.55271251900844,-4.356066760449631,4.356066760449631,17267.2785332023,300000.0030998645
163,6.254037811858497,13.720361103175112,-4.382837621405127,4.382837621405127,17267.185255356468,300000.00309986394
164,6.292406141992598,13.88903679866376,-4.409606297791165,4.409606297791165,17267.091406124375,300000.00309986324
165,6.330774472126699,14.058739521400174,-4.436372776267292,4.436372776267292,17266.996985554437,300000.00309986266
166,6.369142802260801,14.229469186798314,-4.463137043494183,4.463137043494183,17266.90199369529,300000.00309986196
167,6.407511132394902,14.401225709760364,-4.489899086133661,4.489899086133661,17266.80643059595,300000.0030998614
168,6.445879462529003,14.574009004676753,-4.516658890848691,4.516658890848691,17266.710296305697,300000.00309986074
169,6.484247792663104,14.747818985426226,-4.543416444303395,4.543416444303395,17266.61359087405,300000.00309986004
170,6.5226161227972055,14.922655565375864,-4.57017173316305,4.57017173316305,17266.516314350934,300000.0030998594
171,6.560984452931307,15.098518657381142,-4.596924744094107,4.596924744094107,17266.41846678645,300000.00309985864
172,6.599352783065408,15.275408173785978,-4.623675463764188,4.623675463764188,17266.32004823108,300000.003099858
173,6.637721113199509,15.45332402642276,-4.650423878842099,4.650423878842099,17266.221058735555,300000.0030998573
174,6.67608944333361,15.632266126612418,-4.677169975997831,4.677169975997831,17266.121498350934,300000.0030998566
175,6.7144577734677116,15.812234385164443,-4.703913741902574,4.703913741902574,17266.021367128527,300000.0030998559
176,6.752826103601812,15.993228712376942,-4.730655163228715,4.730655163228715,17265.92066511999,300000.0030998552
177,6.791194433735914,16.175249018036702,-4.757394226649854,4.757394226649854,17265.81939237721,300000.0030998545
178,6.829562763870015,16.358295211419208,-4.784130918840805,4.784130918840805,17265.717548952438,300000.0030998538
179,6.867931094004116,16.542367201288712,-4.810865226477606,4.810865226477606,17265.61513489819,300000.0030998531
180,6.906299424138218,16.727464895898265,-4.837597136237525,4.837597136237525,17265.51215026724,300000.0030998523
181,6.944667754272318,16.91358820298977,-4.864326634799062,4.864326634799062,17265.408595112713,300000.00309985166
182,6.98303608440642,17.100737029794043,-4.891053708841965,4.891053708841965,17265.304469487994,300000.00309985084
183,7.021404414540521,17.28891128303083,-4.917778345047231,4.917778345047231,17265.199773446788,300000.00309985015
184,7.059772744674622,17.478110868908885,-4.9445005300971125,4.9445005300971125,17265.094507043068,300000.00309984933
185,7.098141074808724,17.668335693126004,-4.9712202506751275,4.9712202506751275,17264.9886703311,300000.0030998486
186,7.136509404942824,17.859585660869072,-4.997937493466064,4.997937493466064,17264.882263365493,300000.0030998478
187,7.174877735076926,18.051860676814126,-5.024652245155986,5.024652245155986,17264.77528620107,300000.003099847
188,7.2132460652110275,18.245160645126386,-5.051364492432249,5.051364492432249,17264.667738893026,300000.0030998462
189,7.251614395345128,18.43948546946031,-5.0780742219834885,5.0780742219834885,17264.559621496777,300000.0030998454
190,7.28998272547923,18.634835052959655,-5.104781420499648,5.104781420499648,17264.45093406814,300000.0030998446
191,7.3283510556133304,18.83120929825751,-5.131486074671971,5.131486074671971,17264.34167666309,300000.0030998438
192,7.366719385747432,19.028608107476362,-5.158188171193014,5.158188171193014,17264.23184933802,300000.0030998429
193,7.405087715881534,19.22703138222814,-5.1848876967566575,5.1848876967566575,17264.12145214951,300000.00309984206
194,7.443456046015634,19.42647902361425,-5.2115846380580955,5.2115846380580955,17264.010485154526,300000.00309984124
195,7.481824376149736,19.626950932225657,-5.238278981793868,5.238278981793868,17263.898948410264,300000.0030998404
196,7.5201927062838365,19.82844700814291,-5.264970714661845,5.264970714661845,17263.786841974263,300000.00309983955
197,7.558561036417938,20.030967150936213,-5.291659823361249,5.291659823361249,17263.674165904304,300000.0030998387
198,7.59692936655204,20.23451125966546,-5.318346294592651,5.318346294592651,17263.560920258467,300000.0030998378
199,7.63529769668614,20.43907923288029,-5.345030115057984,5.345030115057984,17263.447105095223,300000.0030998369
200,7.673666026820242,20.644670968620154,-5.3717112714605495,5.3717112714605495,17263.332720473205,300000.003099836
201,7.712034356954343,20.85128636441435,-5.398389750505021,5.398389750505021,17263.217766451406,300000.00309983507
202,7.750402687088444,21.058925317282092,-5.42506553889745,5.42506553889745,17263.102243089128,300000.00309983414
203,7.788771017222546,21.26758772373254,-5.451738623345282,5.451738623345282,17262.98615044589,300000.0030998332
204,7.827139347356646,21.477273479764875,-5.478408990557348,5.478408990557348,17262.86948858162,300000.0030998323
205,7.865507677490748,21.687982480868353,-5.505076627243891,5.505076627243891,17262.75225755641,300000.0030998313
206,7.903876007624849,21.899714622022337,-5.531741520116553,5.531741520116553,17262.634457430795,300000.0030998303
207,7.94224433775895,22.112469797696367,-5.5584036558883945,5.5584036558883945,17262.516088265453,300000.00309982937
208,7.980612667893052,22.32624790185023,-5.585063021273898,5.585063021273898,17262.397150121444,300000.0030998283
209,8.018980998027153,22.54104882793397,-5.611719602988973,5.611719602988973,17262.277643060123,300000.00309982727
210,8.057349328161253,22.756872468887995,-5.638373387750968,5.638373387750968,17262.157567143062,300000.0030998263
211,8.095717658295355,22.973718717143093,-5.665024362278669,5.665024362278669,17262.036922432242,300000.0030998253
212,8.134085988429456,23.191587464620508,-5.691672513292313,5.691672513292313,17261.91570898984,300000.0030998243
213,8.172454318563558,23.410478602731974,-5.718317827513594,5.718317827513594,17261.79392687838,300000.0030998232
214,8.21082264869766,23.63039202237982,-5.744960291665672,5.744960291665672,17261.67157616064,300000.00309982215
215,8.24919097883176,23.851327613956965,-5.771599892473168,5.771599892473168,17261.548656899773,300000.0030998211
216,8.28755930896586,24.073285267347007,-5.798236616662189,5.798236616662189,17261.425169159105,300000.00309981994
217,8.325927639099962,24.296264871924283,-5.82487045096032,5.82487045096032,17261.301113002348,300000.0030998189
218,8.364295969234064,24.5202663165539,-5.851501382096634,5.851501382096634,17261.176488493475,300000.00309981767
219,8.402664299368166,24.745289489591844,-5.87812939680171,5.87812939680171,17261.051295696732,300000.0030998166
220,8.441032629502265,24.971334278884978,-5.904754481807624,5.904754481807624,17260.925534676728,300000.0030998154
221,8.479400959636367,25.198400571771128,-5.931376623847963,5.931376623847963,17260.799205498253,300000.0030998143
222,8.517769289770468,25.426488255079146,-5.9579958096578345,5.9579958096578345,17260.67230822653,300000.00309981307
223,8.55613761990457,25.65559721512895,-5.984612025973868,5.984612025973868,17260.544842926935,300000.0030998119
224,8.59450595003867,25.88572733773162,-6.011225259534227,6.011225259534227,17260.416809665225,300000.0030998107
225,8.632874280172771,26.116878508189405,-6.037835497078612,6.037835497078612,17260.288208507463,300000.0030998095
226,8.671242610306873,26.349050611295816,-6.064442725348268,6.064442725348268,17260.15903951989,300000.00309980824
227,8.709610940440975,26.582243531335678,-6.091046931085993,6.091046931085993,17260.029302769202,300000.00309980696
228,8.747979270575076,26.81645715208518,-6.11764810103614,6.11764810103614,17259.898998322282,300000.0030998057
229,8.786347600709176,27.05169135681198,-6.144246221944636,6.144246221944636,17259.76812624632,300000.00309980445
230,8.824715930843277,27.287946028275183,-6.170841280558971,6.170841280558971,17259.636686608792,300000.0030998031
231,8.863084260977379,27.52522104872547,-6.197433263628222,6.197433263628222,17259.504679477504,300000.0030998018
232,8.90145259111148,27.763516299905138,-6.224022157903045,6.224022157903045,17259.372104920552,300000.00309980044
233,8.939820921245582,28.002831663048145,-6.250607950135693,6.250607950135693,17259.238963006286,300000.0030997991
234,8.978189251379682,28.243167018880214,-6.277190627080021,6.277190627080021,17259.105253803373,300000.0030997977
235,9.016557581513784,28.484522247618845,-6.303770175491486,6.303770175491486,17258.970977380788,300000.0030997963
236,9.054925911647885,28.726897228973392,-6.330346582127163,6.330346582127163,17258.836133807756,300000.00309979485
237,9.093294241781987,28.970291842145148,-6.356919833745743,6.356919833745743,17258.700723153826,300000.00309979345
238,9.131662571916088,29.21470596582738,-6.383489917107545,6.383489917107545,17258.564745488853,300000.003099792
239,9.170030902050188,29.460139478205395,-6.410056818974525,6.410056818974525,17258.428200882947,300000.0030997904
240,9.20839923218429,29.706592256956643,-6.436620526110276,6.436620526110276,17258.29108940656,300000.00309978897
241,9.246767562318391,29.954064179250715,-6.463181025280042,6.463181025280042,17258.153411130366,300000.00309978746
242,9.285135892452493,30.20255512174944,-6.48973830325072,6.48973830325072,17258.015166125388,300000.0030997858
