,time,x,altitude,u,w,alpha,speed,CL,thrust,power
0,0.0,-53.51401327627096,99.9999999999998,44.999952558366076,0.06534328422577852,1.9179108526969737,44.99999999999989,0.943462188298795,1436.2744302212088,79999.9992034614
1,1.1827947910005605,9.585900089177899e-12,99.99999999023159,45.486691396990054,-0.05293620627969031,1.7434400225836177,45.486722199856786,0.9244277719947332,1424.3516421115792,79999.99920082485
2,4.712525783580759,163.09334510347847,99.99999998044211,46.912228340702384,0.03664512703972764,1.0763288138786116,46.91224265323004,0.8512138019428922,1390.3513886374124,79999.99920035581
3,10.533527011428504,442.63513009096647,99.99999997088754,49.10213111434422,-0.02913966024742976,0.5630183010932216,49.1021397608093,0.7944109245405676,1340.6773831502185,79999.99920018815
4,18.553997807883093,847.8248934372268,99.99999996115818,51.809026405387485,-0.04601030105102653,-0.24969122463812538,51.80904683568248,0.7036365329106664,1283.276247213497,79999.99920007582
5,28.647450557287442,1384.1402458081002,103.53848526172102,54.12636708875834,-0.7080119714260291,-0.6543539137885084,54.13099754464816,0.6580567000252722,1237.2936585971484,79999.99919994811
6,40.654705480246975,2035.0229267445557,120.84997546149044,54.26877138984773,-1.9087375836578861,-0.7377792383940137,54.30232801019514,0.6486291790535788,1234.0130898408217,79999.99919974407
7,54.386400993840255,2780.3726406982105,142.07598291466712,54.286280329572755,-1.3200735687596699,-0.805655778557385,54.30232800026069,0.6409518046663072,1234.0130900273693,79999.99919951969
8,69.62598005690056,3607.590697246617,165.20305872327705,54.277826632094225,-1.6310613911366711,-0.6946417790702081,54.30232799029277,0.6535049612630283,1224.6442846647742,79351.31719444809
9,86.13310540392018,4503.626152884275,189.80913773526893,54.28429580718405,-1.3993043985393334,-0.7670628098132195,54.30232798031436,0.6453172587820508,1213.3701967135896,78571.96777416088
10,103.64744980729802,5454.3559058825,215.228181152182,54.28227799441453,-1.475506263755165,-0.6871488546091483,54.30232797032997,0.6543515147965426,1202.296326885752,77807.77823050504
11,121.89280159323053,6444.7826621704635,241.1027088353285,54.28486051254966,-1.377222220843879,-0.7192092274911484,54.30232796034218,0.6507293213405573,1191.417510044451,77058.31049061968
12,140.58142066480866,7459.2910091043905,266.86996793977016,54.28481986791921,-1.3788229527933402,-0.672890060310399,54.30232795035205,0.655962478948122,1180.728753868981,76323.14319980075
13,159.41857633523375,8481.86669586696,292.68302275557033,54.28500810458852,-1.3713915659628013,-0.6771920927407202,54.30232794036031,0.6554764336431002,1184.1600476867752,76559.01616052224
14,178.1071954068119,9496.36606812721,318.79867858954054,54.28373974552475,-1.4207103495423614,-0.6492606280559128,54.302327930367404,0.6586321414375718,1194.909645962712,77298.75649141577
15,196.3525471927444,10486.784711124676,344.9970483637338,54.28288153514221,-1.453131037967171,-0.6428625485362142,54.30232792037361,0.6593549989617941,1205.8508986536144,78052.93156324286
16,213.86689159612217,11437.503580025314,370.8253488731766,54.281720974293606,-1.4958557936060204,-0.6230187770654728,54.30232791037904,0.6615949301780651,1216.9888530993228,78821.96804100552
17,230.3740169431419,12333.529437990055,395.85204919845177,54.280658691505586,-1.533918973448775,-0.6120930370265597,54.30232790038404,0.6628280211298976,1228.3287318112841,79606.30957280508
18,245.61359600620216,13160.738245443974,419.4244645987217,54.280030733174485,-1.5559813369379456,-0.5977341730659589,54.30232789038851,0.6644485781965446,1234.01309212694,79999.99919956097
19,259.3452915197954,13906.094905834323,440.79749408661024,54.28000265597318,-1.5569601463207965,-0.5872113993531125,54.30232788039281,0.6656361899287729,1234.0130923216145,79999.99919981865
20,271.35254644275494,14557.848440103946,459.50258940891166,54.27997905888027,-1.5577822413795204,-0.5758538195222808,54.30232787039648,0.6669180187910956,1234.0130925141902,79999.99919993007
21,281.44599919215926,15105.720489173822,475.2387046716867,54.280077647948225,-1.5543428164909177,-0.5690799424259604,54.30232786040084,0.6676825259573422,1234.0130927067848,79999.99920004369
22,289.4664699886139,15541.070175209512,487.79665908695887,54.28087853104173,-1.5261179086071233,-0.5710092591821518,54.30232785040323,0.6674647811614012,1234.013092847694,79999.99919657348
23,295.28747121646165,15856.543852245924,496.86610865775685,54.286428886229324,-1.313943563667463,-0.6074126995351323,54.302327840601244,0.6633562491301653,1222.5713679196592,79207.91922030447
