,time,x,altitude,u,w,alpha,speed,CL,thrust,power
0,0.0,-263.58190815360956,100.00000000000009,49.79850738965465,-1.4716314732905038,-0.6500583056626927,49.82024726384513,0.6531676709581872,1382.6908574184808,83797.31961332857
1,5.283684939002569,-9.487205482043957e-11,109.2882861558932,49.9599834916686,-2.0000000199816097,1.0936220693950773,49.99999950567726,0.862184362334231,1392.0493781120576,84684.36076719454
2,21.051412888201753,787.7554279944665,140.82374236946444,49.959983486206,-2.0000000199939505,-0.3519142050701789,49.999999500219516,0.6892410546213323,1405.6546719879752,85590.38249727177
3,47.05451735865461,2086.870097927367,192.8299518303074,49.959983486141574,-2.000000019996246,0.6794890948645721,49.99999950015523,0.8129528516686011,1392.2045383711647,84694.68059134575
4,82.88291385936043,3876.8561954367465,264.4867455481756,49.9599834861049,-2.0000000199974446,0.06889299445561793,49.99999950011864,0.7399105625871594,1397.6844847020427,85059.3452983086
5,127.97156717465646,6129.48457047902,354.6640530804443,49.95998348608334,-2.000000019998227,0.5417608654104049,49.999999500097125,0.7965249604643615,1392.5428717293048,84717.18443351108
6,181.60940230710457,8809.229927924887,461.93972441801884,49.95998348606951,-2.0000000199988146,0.3482797578231859,49.999999500083334,0.7733995411271803,1393.8148366617306,84801.80020677624
7,242.95051855497644,11873.831082685228,584.6219581405277,49.95998348606013,-2.0000000199992884,0.5886460648826871,49.99999950007398,0.8021202828992251,1391.6974931399564,84660.95770036659
8,311.02752987163626,15274.957443845544,720.7759821353537,49.95998348605364,-2.0000000199996926,0.5782221822561681,49.9999995000675,0.8008767600125397,1391.4278490861163,84643.0253204794
9,384.7668211213851,18958.97121695601,868.2545661096292,49.95998348604908,-2.0000000200000567,0.7365792973964529,49.99999950006297,0.8197548758860336,1390.382413064587,84573.5081556347
10,463.0054796314973,22867.77330409163,1024.7318846946432,49.95998348604603,-2.0000000200003276,0.8060368880927344,49.99999950005993,0.8280239705648794,1389.8415280969916,84537.5467875329
11,544.509635019759,26939.71956133306,1187.7401971012835,49.95998348604305,-2.000000020000487,0.9407108165134979,49.99999950005696,0.8440358357502555,1389.3314726063322,84503.63842622636
12,627.9939180674747,31110.59296374099,1354.7087648664492,49.959983486043264,-2.0000000200006323,1.0455165510734468,49.99999950005718,0.8564792379089091,1389.0327567020202,84483.78134239718
13,712.1417317598888,35314.61634620051,1523.0043939342886,49.959983486043065,-2.0000000200006345,1.174773077131697,49.99999950005698,0.8718021338274989,1388.9638156227738,84479.19865174181
14,795.6260148076046,39485.48974860849,1689.9729616994564,49.95998348604407,-2.000000020000527,1.2933013645133933,49.999999500057974,0.885832705221392,1389.0706121490823,84486.29771589041
15,877.1301701958662,43557.4360058499,1852.9812741060966,49.95998348604492,-2.000000020000295,1.4187849052887578,49.99999950005882,0.9006633824360021,1389.4104964803407,84508.8917056526
16,955.3688287059783,47466.2380929855,2009.4585926911095,49.959983486049595,-2.000000020000056,1.5375295145205088,49.99999950006348,0.9146765015641426,1389.9028586701904,84541.62424263835
17,1029.1081199557275,51150.25186609645,2156.937176665385,49.95998348605272,-2.000000019999684,1.6540652492983308,49.99999950006659,0.9284082486268058,1390.5582410540394,84585.19905434451
18,1097.185131272387,54551.378227256886,2293.0912006602084,49.959983486061944,-2.0000000199992756,1.76225448879824,49.99999950007579,0.941139520506712,1391.3020809905977,84634.66155626548
19,1158.526247520259,57615.97938201664,2415.773434382705,49.959983486057766,-2.0000000199985326,1.8621464562420442,49.99999950007159,0.9528772519325237,1392.1070375202823,84688.19569762824
20,1212.1640826527068,60295.72473946314,2523.0491057202753,49.95998348610191,-2.00000001999826,1.9503494551159328,49.999999500115685,0.9632297096204188,1392.9182072879628,84742.15107206482
21,1257.252735968003,62548.35311445235,2613.2264132525584,49.95998348606208,-2.000000019997474,2.025540572745926,49.99999950007585,0.9720460917725321,1393.7725617227304,84798.98760451814
22,1293.0811324687088,64338.32858784929,2685.152409742904,49.95998349600356,-2.000000019994146,2.085230771480995,49.99999951000924,0.9790396895606053,1395.1380076065898,84889.84343353845
23,1319.0842369391617,65637.43699033903,2737.407234571785,49.96221195877006,-1.9435344581934197,2.1251340679010102,49.99999950003251,0.983710710291204,1381.7276621088918,83998.51494463257
24,1334.8519648883607,66392.52659692577,2773.0558165476073,49.971484036749416,-1.6884114335742726,2.1447187063801207,49.999999500041255,0.98600325904142,1321.1640927941776,79999.9992001142
25,1340.1356498273633,66676.1726426954,2777.946763411318,55.55405263901644,-0.4087177447968577,0.579421209101672,55.55555611109946,0.8010197985882371,945.23567943262,61679.36055638043
26,1340.2356498273632,66681.72800458784,2777.9871351857487,55.553189235465105,-0.39871774379715796,0.6002481046045071,55.55462006053695,0.8035043546931276,751.8615083062078,48699.0450881858
27,1347.4524750375253,67082.65119464882,2777.987135185756,55.55461679098669,0.32296484933450753,0.6002481046060703,55.55555555556335,0.803504354693314,747.413425556584,48404.38885407146
28,1368.989137023324,68279.11782063656,2777.987135185752,55.55509813915606,-0.22544142295899808,0.6002481046044205,55.5555555555558,0.8035043546931173,747.4134255568503,48404.388854083074
29,1404.5059897598655,70252.26509928527,2777.9871351857537,55.55535751825397,0.14833780836284136,0.6002481046042745,55.55555555555545,0.8035043546930999,747.4134255573049,48404.388854112985
30,1453.442911262755,72970.97643239934,2777.987135185752,55.55547518439177,-0.09449932724283996,0.6002481046050541,55.55555555555555,0.8035043546931928,747.4134255570872,48404.3888540986
