CG,Angle_1,Angle_2,Angle_3,Angle_4,Angle_5,Angle_6
5.42,"[ -59.84466012  -29.0327562    17.07885737 -120.15533988 -150.9672438
  162.92114263]"
5.4350000000000005,"[ -59.95713652  -29.32260751   16.77621202 -120.04286348 -150.67739249
  163.22378798]"
5.449999999999999,"[ -60.0688545   -29.6108209    16.47259975 -119.9311455  -150.3891791
  163.52740025]"
5.465,"[ -60.17982089  -29.89739576   16.16803304 -119.82017911 -150.10260424
  163.83196696]"
5.48,"[ -60.2900424   -30.1823318    15.86252468 -119.7099576  -149.8176682
  164.13747532]"
5.494999999999999,"[ -60.39952572  -30.46562907   15.55608774 -119.60047428 -149.53437093
  164.44391226]"
5.51,"[ -60.50827744  -30.74728792   15.24873561 -119.49172256 -149.25271208
  164.75126439]"
5.525,"[ -60.61630409  -31.02730905   14.94048193 -119.38369591 -148.97269095
  165.05951807]"
5.54,"[ -60.72361214  -31.30569343   14.63134066 -119.27638786 -148.69430657
  165.36865934]"
5.555,"[ -60.83020799  -31.58244234   14.32132604 -119.16979201 -148.41755766
  165.67867396]"
5.57,"[ -60.93609797  -31.85755735   14.01045258 -119.06390203 -148.14244265
  165.98954742]"
5.585,"[ -61.04128837  -32.13104031   13.6987351  -118.95871163 -147.86895969
  166.3012649 ]"
5.6,"[ -61.14578538  -32.40289336   13.38618868 -118.85421462 -147.59710664
  166.61381132]"
5.615,"[ -61.24959516  -32.67311888   13.07282868 -118.75040484 -147.32688112
  166.92717132]"
5.63,"[ -61.35272378  -32.94171955   12.75867073 -118.64727622 -147.05828045
  167.24132927]"
5.645,"[ -61.45517726  -33.20869826   12.44373076 -118.54482274 -146.79130174
  167.55626924]"
5.66,"[ -61.55696157  -33.47405818   12.12802493 -118.44303843 -146.52594182
  167.87197507]"
5.675,"[ -61.6580826   -33.73780271   11.81156969 -118.3419174  -146.26219729
  168.18843031]"
5.6899999999999995,"[ -61.75854619  -33.99993547   11.49438174 -118.24145381 -146.00006453
  168.50561826]"
5.705,"[ -61.85835812  -34.26046032   11.17647805 -118.14164188 -145.73953968
  168.82352195]"
5.72,"[ -61.95752412  -34.51938134   10.85787582 -118.04247588 -145.48061866
  169.14212418]"
5.734999999999999,"[ -62.05604983  -34.77670281   10.53859252 -117.94395017 -145.22329719
  169.46140748]"
5.75,"[ -62.15394087  -35.03242923   10.21864585 -117.84605913 -144.96757077
  169.78135415]"
5.765,"[ -62.25120278  -35.28656529    9.89805376 -117.74879722 -144.71343471
  170.10194624]"
5.779999999999999,"[ -62.34784106  -35.53911587    9.57683443 -117.65215894 -144.46088413
  170.42316557]"
5.795,"[ -62.44386113  -35.79008604    9.25500627 -117.55613887 -144.20991396
  170.74499373]"
5.8100000000000005,"[ -62.53926838  -36.03948104    8.9325879  -117.46073162 -143.96051896
  171.0674121 ]"
5.824999999999999,"[ -62.63406813  -36.2873063     8.60959818 -117.36593187 -143.7126937
  171.39040182]"
5.84,"[ -62.72826565  -36.53356741    8.28605617 -117.27173435 -143.46643259
  171.71394383]"
5.855,"[ -62.82186616  -36.77827011    7.96198114 -117.17813384 -143.22172989
  172.03801886]"
5.869999999999999,"[ -62.91487482  -37.02142032    7.63739255 -117.08512518 -142.97857968
  172.36260745]"
5.885,"[ -63.00729673  -37.26302407    7.31231006 -116.99270327 -142.73697593
  172.68768994]"
5.9,"[ -63.09913697  -37.50308758    6.98675352 -116.90086303 -142.49691242
  173.01324648]"
5.915,"[ -63.19040053  -37.74161716    6.66074297 -116.80959947 -142.25838284
  173.33925703]"
5.93,"[ -63.28109236  -37.97861929    6.3342986  -116.71890764 -142.02138071
  173.6657014 ]"
5.945,"[ -63.37121739  -38.21410057    6.00744078 -116.62878261 -141.78589943
  173.99255922]"
5.96,"[ -63.46078045  -38.44806769    5.68019004 -116.53921955 -141.55193231
  174.31980996]"
5.975,"[ -63.54978637  -38.6805275     5.35256706 -116.45021363 -141.3194725
  174.64743294]"
5.99,"[ -63.63823988  -38.91148693    5.02459267 -116.36176012 -141.08851307
  174.97540733]"
6.005,"[ -63.72614571  -39.14095303    4.69628782 -116.27385429 -140.85904697
  175.30371218]"
6.02,"[ -63.81350851  -39.36893295    4.3676736  -116.18649149 -140.63106705
  175.6323264 ]"
6.035,"[ -63.90033291  -39.59543392    4.03877123 -116.09966709 -140.40456608
  175.96122877]"
6.05,"[ -63.98662345  -39.82046329    3.70960202 -116.01337655 -140.17953671
  176.29039798]"
6.0649999999999995,"[ -64.07238467  -40.04402847    3.38018742 -115.92761533 -139.95597153
  176.61981258]"
6.08,"[ -64.15762104  -40.26613696    3.05054894 -115.84237896 -139.73386304
  176.94945106]"
6.095,"[ -64.242337    -40.48679635    2.7207082  -115.757663   -139.51320365
  177.2792918 ]"
