cg;engine16_1;engine25;engine34_1;engine34_2;engine25_2;engine16_2;ACAI
3,44;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-34,25
3,45;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-33,03
3,46;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-31,82
3,47;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-30,6
3,48;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-29,39
3,49;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-28,18
3,5;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-26,96
3,51;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-25,75
3,52;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-21,13
3,5300000000000002;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-9,42
3,54;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-2,29
3,55;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-14,0
3,56;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-19,68
3,5700000000000003;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-18,46
3,58;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-17,25
3,59;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-16,04
3,6;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-14,82
3,61;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-13,61
3,62;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-12,39
3,63;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-11,18
3,64;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-9,97
3,65;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-8,75
3,66;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-7,54
3,67;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-6,32
3,68;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-5,11
3,69;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-3,9
3,7;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-2,68
3,71;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-1,47
3,7199999999999998;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-0,26
3,73;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-0,96
3,74;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-2,17
3,75;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-3,39
3,76;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-4,6
3,77;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-5,81
3,7800000000000002;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-7,03
3,79;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-8,24
3,8;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-9,46
3,81;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-1,37
3,8200000000000003;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-8,05
3,83;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-13,1
3,84;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-14,31
3,85;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-15,53
3,86;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-16,74
3,87;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-17,95
3,88;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-19,17
3,89;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-20,38
3,9;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-20,53
3,91;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-10,99
3,92;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-0,71
3,93;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-12,42
3,94;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-16,67
3,95;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-15,7
3,96;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-14,74
3,9699999999999998;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-13,77
3,98;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-12,8
3,99;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-11,84
4,0;0,1;0,2;0,30000000000000004;0,30000000000000004;0,2;0,1;-10,87
3,0;0,1;0,2;0,4;0,4;0,2;0,1;-9,0
3,01;0,1;0,2;0,4;0,4;0,2;0,1;-14,91
3,02;0,1;0,2;0,4;0,4;0,2;0,1;-20,83
3,03;0,1;0,2;0,4;0,4;0,2;0,1;-26,75
3,04;0,1;0,2;0,4;0,4;0,2;0,1;-32,66
3,05;0,1;0,2;0,4;0,4;0,2;0,1;-38,58
3,06;0,1;0,2;0,4;0,4;0,2;0,1;-44,49
3,07;0,1;0,2;0,4;0,4;0,2;0,1;-50,41
3,08;0,1;0,2;0,4;0,4;0,2;0,1;-56,33
3,09;0,1;0,2;0,4;0,4;0,2;0,1;-62,24
3,1;0,1;0,2;0,4;0,4;0,2;0,1;-68,16
3,11;0,1;0,2;0,4;0,4;0,2;0,1;-74,07
3,12;0,1;0,2;0,4;0,4;0,2;0,1;-73,09
3,13;0,1;0,2;0,4;0,4;0,2;0,1;-71,88
3,14;0,1;0,2;0,4;0,4;0,2;0,1;-70,67
3,15;0,1;0,2;0,4;0,4;0,2;0,1;-69,45
3,16;0,1;0,2;0,4;0,4;0,2;0,1;-68,24
3,17;0,1;0,2;0,4;0,4;0,2;0,1;-67,02
3,18;0,1;0,2;0,4;0,4;0,2;0,1;-65,81
3,19;0,1;0,2;0,4;0,4;0,2;0,1;-64,6
3,2;0,1;0,2;0,4;0,4;0,2;0,1;-63,38
3,21;0,1;0,2;0,4;0,4;0,2;0,1;-62,17
3,22;0,1;0,2;0,4;0,4;0,2;0,1;-60,95
3,23;0,1;0,2;0,4;0,4;0,2;0,1;-59,74
3,24;0,1;0,2;0,4;0,4;0,2;0,1;-58,53
3,25;0,1;0,2;0,4;0,4;0,2;0,1;-57,31
3,26;0,1;0,2;0,4;0,4;0,2;0,1;-56,1
3,27;0,1;0,2;0,4;0,4;0,2;0,1;-54,88
3,2800000000000002;0,1;0,2;0,4;0,4;0,2;0,1;-53,67
3,29;0,1;0,2;0,4;0,4;0,2;0,1;-52,46
3,3;0,1;0,2;0,4;0,4;0,2;0,1;-51,01
3,31;0,1;0,2;0,4;0,4;0,2;0,1;-40,43
3,32;0,1;0,2;0,4;0,4;0,2;0,1;-29,85
3,33;0,1;0,2;0,4;0,4;0,2;0,1;-19,28
3,34;0,1;0,2;0,4;0,4;0,2;0,1;-8,7
3,35;0,1;0,2;0,4;0,4;0,2;0,1;-1,87
3,36;0,1;0,2;0,4;0,4;0,2;0,1;-12,45
3,37;0,1;0,2;0,4;0,4;0,2;0,1;-23,02
3,38;0,1;0,2;0,4;0,4;0,2;0,1;-33,59
3,39;0,1;0,2;0,4;0,4;0,2;0,1;-40,32
3,4;0,1;0,2;0,4;0,4;0,2;0,1;-39,1
3,41;0,1;0,2;0,4;0,4;0,2;0,1;-37,89
3,42;0,1;0,2;0,4;0,4;0,2;0,1;-36,67
3,43;0,1;0,2;0,4;0,4;0,2;0,1;-35,46
3,44;0,1;0,2;0,4;0,4;0,2;0,1;-34,25
3,45;0,1;0,2;0,4;0,4;0,2;0,1;-33,03
3,46;0,1;0,2;0,4;0,4;0,2;0,1;-31,82
3,47;0,1;0,2;0,4;0,4;0,2;0,1;-30,6
3,48;0,1;0,2;0,4;0,4;0,2;0,1;-29,39
3,49;0,1;0,2;0,4;0,4;0,2;0,1;-28,18
3,5;0,1;0,2;0,4;0,4;0,2;0,1;-26,96
3,51;0,1;0,2;0,4;0,4;0,2;0,1;-25,75
3,52;0,1;0,2;0,4;0,4;0,2;0,1;-21,13
3,5300000000000002;0,1;0,2;0,4;0,4;0,2;0,1;-9,42
3,54;0,1;0,2;0,4;0,4;0,2;0,1;-2,29
3,55;0,1;0,2;0,4;0,4;0,2;0,1;-14,0
3,56;0,1;0,2;0,4;0,4;0,2;0,1;-19,68
3,5700000000000003;0,1;0,2;0,4;0,4;0,2;0,1;-18,46
3,58;0,1;0,2;0,4;0,4;0,2;0,1;-17,25
3,59;0,1;0,2;0,4;0,4;0,2;0,1;-16,04
3,6;0,1;0,2;0,4;0,4;0,2;0,1;-14,82
3,61;0,1;0,2;0,4;0,4;0,2;0,1;-13,61
3,62;0,1;0,2;0,4;0,4;0,2;0,1;-12,39
3,63;0,1;0,2;0,4;0,4;0,2;0,1;-11,18
3,64;0,1;0,2;0,4;0,4;0,2;0,1;-9,97
3,65;0,1;0,2;0,4;0,4;0,2;0,1;-8,75
3,66;0,1;0,2;0,4;0,4;0,2;0,1;-7,54
3,67;0,1;0,2;0,4;0,4;0,2;0,1;-6,32
3,68;0,1;0,2;0,4;0,4;0,2;0,1;-5,11
3,69;0,1;0,2;0,4;0,4;0,2;0,1;-3,9
3,7;0,1;0,2;0,4;0,4;0,2;0,1;-2,68
3,71;0,1;0,2;0,4;0,4;0,2;0,1;-1,47
3,7199999999999998;0,1;0,2;0,4;0,4;0,2;0,1;-0,26
3,73;0,1;0,2;0,4;0,4;0,2;0,1;-0,96
3,74;0,1;0,2;0,4;0,4;0,2;0,1;-2,17
3,75;0,1;0,2;0,4;0,4;0,2;0,1;-3,39
3,76;0,1;0,2;0,4;0,4;0,2;0,1;-4,6
3,77;0,1;0,2;0,4;0,4;0,2;0,1;-5,81
3,7800000000000002;0,1;0,2;0,4;0,4;0,2;0,1;-7,03
3,79;0,1;0,2;0,4;0,4;0,2;0,1;-8,24
3,8;0,1;0,2;0,4;0,4;0,2;0,1;-9,46
3,81;0,1;0,2;0,4;0,4;0,2;0,1;-1,37
3,8200000000000003;0,1;0,2;0,4;0,4;0,2;0,1;-8,05
3,83;0,1;0,2;0,4;0,4;0,2;0,1;-13,1
3,84;0,1;0,2;0,4;0,4;0,2;0,1;-14,31
3,85;0,1;0,2;0,4;0,4;0,2;0,1;-15,53
3,86;0,1;0,2;0,4;0,4;0,2;0,1;-16,74
3,87;0,1;0,2;0,4;0,4;0,2;0,1;-17,95
3,88;0,1;0,2;0,4;0,4;0,2;0,1;-19,17
3,89;0,1;0,2;0,4;0,4;0,2;0,1;-20,38
3,9;0,1;0,2;0,4;0,4;0,2;0,1;-20,53
3,91;0,1;0,2;0,4;0,4;0,2;0,1;-10,99
3,92;0,1;0,2;0,4;0,4;0,2;0,1;-0,71
3,93;0,1;0,2;0,4;0,4;0,2;0,1;-12,42
3,94;0,1;0,2;0,4;0,4;0,2;0,1;-16,67
3,95;0,1;0,2;0,4;0,4;0,2;0,1;-15,7
3,96;0,1;0,2;0,4;0,4;0,2;0,1;-14,74
3,9699999999999998;0,1;0,2;0,4;0,4;0,2;0,1;-13,77
3,98;0,1;0,2;0,4;0,4;0,2;0,1;-12,8
3,99;0,1;0,2;0,4;0,4;0,2;0,1;-11,84
4,0;0,1;0,2;0,4;0,4;0,2;0,1;-10,87
3,0;0,1;0,2;0,5;0,5;0,2;0,1;-9,0
3,01;0,1;0,2;0,5;0,5;0,2;0,1;-14,91
3,02;0,1;0,2;0,5;0,5;0,2;0,1;-20,83
3,03;0,1;0,2;0,5;0,5;0,2;0,1;-26,75
3,04;0,1;0,2;0,5;0,5;0,2;0,1;-32,66
3,05;0,1;0,2;0,5;0,5;0,2;0,1;-38,58
3,06;0,1;0,2;0,5;0,5;0,2;0,1;-44,49
3,07;0,1;0,2;0,5;0,5;0,2;0,1;-50,41
3,08;0,1;0,2;0,5;0,5;0,2;0,1;-56,33
3,09;0,1;0,2;0,5;0,5;0,2;0,1;-61,36
3,1;0,1;0,2;0,5;0,5;0,2;0,1;-60,56
3,11;0,1;0,2;0,5;0,5;0,2;0,1;-59,75
3,12;0,1;0,2;0,5;0,5;0,2;0,1;-58,95
3,13;0,1;0,2;0,5;0,5;0,2;0,1;-58,15
3,14;0,1;0,2;0,5;0,5;0,2;0,1;-57,35
3,15;0,1;0,2;0,5;0,5;0,2;0,1;-56,55
3,16;0,1;0,2;0,5;0,5;0,2;0,1;-55,74
3,17;0,1;0,2;0,5;0,5;0,2;0,1;-54,94
3,18;0,1;0,2;0,5;0,5;0,2;0,1;-54,14
3,19;0,1;0,2;0,5;0,5;0,2;0,1;-53,34
3,2;0,1;0,2;0,5;0,5;0,2;0,1;-52,54
3,21;0,1;0,2;0,5;0,5;0,2;0,1;-51,74
3,22;0,1;0,2;0,5;0,5;0,2;0,1;-50,93
3,23;0,1;0,2;0,5;0,5;0,2;0,1;-50,13
3,24;0,1;0,2;0,5;0,5;0,2;0,1;-49,33
3,25;0,1;0,2;0,5;0,5;0,2;0,1;-48,53
3,26;0,1;0,2;0,5;0,5;0,2;0,1;-47,73
3,27;0,1;0,2;0,5;0,5;0,2;0,1;-46,92
3,2800000000000002;0,1;0,2;0,5;0,5;0,2;0,1;-46,12
3,29;0,1;0,2;0,5;0,5;0,2;0,1;-45,32
3,3;0,1;0,2;0,5;0,5;0,2;0,1;-44,52
3,31;0,1;0,2;0,5;0,5;0,2;0,1;-43,72
3,32;0,1;0,2;0,5;0,5;0,2;0,1;-42,91
3,33;0,1;0,2;0,5;0,5;0,2;0,1;-42,11
3,34;0,1;0,2;0,5;0,5;0,2;0,1;-41,31
3,35;0,1;0,2;0,5;0,5;0,2;0,1;-40,51
3,36;0,1;0,2;0,5;0,5;0,2;0,1;-39,71
3,37;0,1;0,2;0,5;0,5;0,2;0,1;-38,9
3,38;0,1;0,2;0,5;0,5;0,2;0,1;-38,1
3,39;0,1;0,2;0,5;0,5;0,2;0,1;-37,3
3,4;0,1;0,2;0,5;0,5;0,2;0,1;-36,5
3,41;0,1;0,2;0,5;0,5;0,2;0,1;-35,7
3,42;0,1;0,2;0,5;0,5;0,2;0,1;-34,89
3,43;0,1;0,2;0,5;0,5;0,2;0,1;-34,09
3,44;0,1;0,2;0,5;0,5;0,2;0,1;-33,29
3,45;0,1;0,2;0,5;0,5;0,2;0,1;-32,49
3,46;0,1;0,2;0,5;0,5;0,2;0,1;-31,69
3,47;0,1;0,2;0,5;0,5;0,2;0,1;-30,6
3,48;0,1;0,2;0,5;0,5;0,2;0,1;-29,39
3,49;0,1;0,2;0,5;0,5;0,2;0,1;-24,36
3,5;0,1;0,2;0,5;0,5;0,2;0,1;-13,79
3,51;0,1;0,2;0,5;0,5;0,2;0,1;-3,23
3,52;0,1;0,2;0,5;0,5;0,2;0,1;-7,34
3,5300000000000002;0,1;0,2;0,5;0,5;0,2;0,1;-9,42
3,54;0,1;0,2;0,5;0,5;0,2;0,1;-2,29
3,55;0,1;0,2;0,5;0,5;0,2;0,1;-14,0
3,56;0,1;0,2;0,5;0,5;0,2;0,1;-19,68
3,5700000000000003;0,1;0,2;0,5;0,5;0,2;0,1;-18,46
3,58;0,1;0,2;0,5;0,5;0,2;0,1;-17,25
3,59;0,1;0,2;0,5;0,5;0,2;0,1;-16,04
3,6;0,1;0,2;0,5;0,5;0,2;0,1;-14,82
3,61;0,1;0,2;0,5;0,5;0,2;0,1;-13,61
3,62;0,1;0,2;0,5;0,5;0,2;0,1;-12,39
3,63;0,1;0,2;0,5;0,5;0,2;0,1;-11,18
3,64;0,1;0,2;0,5;0,5;0,2;0,1;-9,97
3,65;0,1;0,2;0,5;0,5;0,2;0,1;-8,75
3,66;0,1;0,2;0,5;0,5;0,2;0,1;-7,54
3,67;0,1;0,2;0,5;0,5;0,2;0,1;-6,32
3,68;0,1;0,2;0,5;0,5;0,2;0,1;-5,11
3,69;0,1;0,2;0,5;0,5;0,2;0,1;-3,9
3,7;0,1;0,2;0,5;0,5;0,2;0,1;-2,68
3,71;0,1;0,2;0,5;0,5;0,2;0,1;-1,47
3,7199999999999998;0,1;0,2;0,5;0,5;0,2;0,1;-0,26
3,73;0,1;0,2;0,5;0,5;0,2;0,1;-0,96
3,74;0,1;0,2;0,5;0,5;0,2;0,1;-2,17
3,75;0,1;0,2;0,5;0,5;0,2;0,1;-3,39
3,76;0,1;0,2;0,5;0,5;0,2;0,1;-4,6
3,77;0,1;0,2;0,5;0,5;0,2;0,1;-5,81
3,7800000000000002;0,1;0,2;0,5;0,5;0,2;0,1;-6,02
3,79;0,1;0,2;0,5;0,5;0,2;0,1;-5,22
3,8;0,1;0,2;0,5;0,5;0,2;0,1;-4,42
3,81;0,1;0,2;0,5;0,5;0,2;0,1;-1,37
3,8200000000000003;0,1;0,2;0,5;0,5;0,2;0,1;-2,81
3,83;0,1;0,2;0,5;0,5;0,2;0,1;-2,01
3,84;0,1;0,2;0,5;0,5;0,2;0,1;-1,21
3,85;0,1;0,2;0,5;0,5;0,2;0,1;-0,41
3,86;0,1;0,2;0,5;0,5;0,2;0,1;-0,39
3,87;0,1;0,2;0,5;0,5;0,2;0,1;-1,2
3,88;0,1;0,2;0,5;0,5;0,2;0,1;-2,0
3,89;0,1;0,2;0,5;0,5;0,2;0,1;-2,8
3,9;0,1;0,2;0,5;0,5;0,2;0,1;-3,6
3,91;0,1;0,2;0,5;0,5;0,2;0,1;-4,4
3,92;0,1;0,2;0,5;0,5;0,2;0,1;-0,71
3,93;0,1;0,2;0,5;0,5;0,2;0,1;-6,01
3,94;0,1;0,2;0,5;0,5;0,2;0,1;-6,81
3,95;0,1;0,2;0,5;0,5;0,2;0,1;-7,61
3,96;0,1;0,2;0,5;0,5;0,2;0,1;-8,41
3,9699999999999998;0,1;0,2;0,5;0,5;0,2;0,1;-9,22
3,98;0,1;0,2;0,5;0,5;0,2;0,1;-10,02
3,99;0,1;0,2;0,5;0,5;0,2;0,1;-10,82
4,0;0,1;0,2;0,5;0,5;0,2;0,1;-10,87
3,0;0,1;0,2;0,6;0,6;0,2;0,1;-1,68
3,01;0,1;0,2;0,6;0,6;0,2;0,1;-0,88
3,02;0,1;0,2;0,6;0,6;0,2;0,1;-0,07
3,03;0,1;0,2;0,6;0,6;0,2;0,1;-0,73
3,04;0,1;0,2;0,6;0,6;0,2;0,1;-1,53
3,05;0,1;0,2;0,6;0,6;0,2;0,1;-2,33
3,06;0,1;0,2;0,6;0,6;0,2;0,1;-3,13
3,07;0,1;0,2;0,6;0,6;0,2;0,1;-3,94
3,08;0,1;0,2;0,6;0,6;0,2;0,1;-4,74
3,09;0,1;0,2;0,6;0,6;0,2;0,1;-5,54
3,1;0,1;0,2;0,6;0,6;0,2;0,1;-6,34
3,11;0,1;0,2;0,6;0,6;0,2;0,1;-7,14
3,12;0,1;0,2;0,6;0,6;0,2;0,1;-7,94
3,13;0,1;0,2;0,6;0,6;0,2;0,1;-8,75
3,14;0,1;0,2;0,6;0,6;0,2;0,1;-9,55
3,15;0,1;0,2;0,6;0,6;0,2;0,1;-10,35
3,16;0,1;0,2;0,6;0,6;0,2;0,1;-11,15
3,17;0,1;0,2;0,6;0,6;0,2;0,1;-11,95
3,18;0,1;0,2;0,6;0,6;0,2;0,1;-12,76
3,19;0,1;0,2;0,6;0,6;0,2;0,1;-13,56
3,2;0,1;0,2;0,6;0,6;0,2;0,1;-14,36
3,21;0,1;0,2;0,6;0,6;0,2;0,1;-15,16
3,22;0,1;0,2;0,6;0,6;0,2;0,1;-15,96
3,23;0,1;0,2;0,6;0,6;0,2;0,1;-16,77
3,24;0,1;0,2;0,6;0,6;0,2;0,1;-17,57
3,25;0,1;0,2;0,6;0,6;0,2;0,1;-18,37
3,26;0,1;0,2;0,6;0,6;0,2;0,1;-19,17
3,27;0,1;0,2;0,6;0,6;0,2;0,1;-19,97
3,2800000000000002;0,1;0,2;0,6;0,6;0,2;0,1;-20,78
3,29;0,1;0,2;0,6;0,6;0,2;0,1;-21,58
3,3;0,1;0,2;0,6;0,6;0,2;0,1;-22,38
3,31;0,1;0,2;0,6;0,6;0,2;0,1;-23,18
3,32;0,1;0,2;0,6;0,6;0,2;0,1;-23,99
3,33;0,1;0,2;0,6;0,6;0,2;0,1;-24,79
3,34;0,1;0,2;0,6;0,6;0,2;0,1;-25,59
3,35;0,1;0,2;0,6;0,6;0,2;0,1;-26,39
3,36;0,1;0,2;0,6;0,6;0,2;0,1;-27,19
3,37;0,1;0,2;0,6;0,6;0,2;0,1;-28,0
3,38;0,1;0,2;0,6;0,6;0,2;0,1;-28,8
3,39;0,1;0,2;0,6;0,6;0,2;0,1;-29,6
3,4;0,1;0,2;0,6;0,6;0,2;0,1;-30,4
3,41;0,1;0,2;0,6;0,6;0,2;0,1;-31,2
3,42;0,1;0,2;0,6;0,6;0,2;0,1;-32,01
3,43;0,1;0,2;0,6;0,6;0,2;0,1;-32,81
3,44;0,1;0,2;0,6;0,6;0,2;0,1;-33,61
3,45;0,1;0,2;0,6;0,6;0,2;0,1;-33,03
3,46;0,1;0,2;0,6;0,6;0,2;0,1;-31,82
3,47;0,1;0,2;0,6;0,6;0,2;0,1;-30,6
3,48;0,1;0,2;0,6;0,6;0,2;0,1;-29,39
3,49;0,1;0,2;0,6;0,6;0,2;0,1;-28,18
3,5;0,1;0,2;0,6;0,6;0,2;0,1;-26,96
3,51;0,1;0,2;0,6;0,6;0,2;0,1;-25,75
3,52;0,1;0,2;0,6;0,6;0,2;0,1;-21,13
3,5300000000000002;0,1;0,2;0,6;0,6;0,2;0,1;-9,42
3,54;0,1;0,2;0,6;0,6;0,2;0,1;-2,29
3,55;0,1;0,2;0,6;0,6;0,2;0,1;-14,0
3,56;0,1;0,2;0,6;0,6;0,2;0,1;-19,68
3,5700000000000003;0,1;0,2;0,6;0,6;0,2;0,1;-18,46
3,58;0,1;0,2;0,6;0,6;0,2;0,1;-17,25
3,59;0,1;0,2;0,6;0,6;0,2;0,1;-16,04
3,6;0,1;0,2;0,6;0,6;0,2;0,1;-14,82
3,61;0,1;0,2;0,6;0,6;0,2;0,1;-13,61
3,62;0,1;0,2;0,6;0,6;0,2;0,1;-12,39
3,63;0,1;0,2;0,6;0,6;0,2;0,1;-11,18
3,64;0,1;0,2;0,6;0,6;0,2;0,1;-9,97
3,65;0,1;0,2;0,6;0,6;0,2;0,1;-8,75
3,66;0,1;0,2;0,6;0,6;0,2;0,1;-7,54
3,67;0,1;0,2;0,6;0,6;0,2;0,1;-6,32
3,68;0,1;0,2;0,6;0,6;0,2;0,1;-2,23
3,69;0,1;0,2;0,6;0,6;0,2;0,1;-3,9
3,7;0,1;0,2;0,6;0,6;0,2;0,1;-2,68
3,71;0,1;0,2;0,6;0,6;0,2;0,1;-1,47
3,7199999999999998;0,1;0,2;0,6;0,6;0,2;0,1;-0,26
3,73;0,1;0,2;0,6;0,6;0,2;0,1;-0,96
3,74;0,1;0,2;0,6;0,6;0,2;0,1;-2,17
3,75;0,1;0,2;0,6;0,6;0,2;0,1;-3,39
3,76;0,1;0,2;0,6;0,6;0,2;0,1;-4,6
3,77;0,1;0,2;0,6;0,6;0,2;0,1;-5,81
3,7800000000000002;0,1;0,2;0,6;0,6;0,2;0,1;-7,03
3,79;0,1;0,2;0,6;0,6;0,2;0,1;-8,24
3,8;0,1;0,2;0,6;0,6;0,2;0,1;-9,46
3,81;0,1;0,2;0,6;0,6;0,2;0,1;-1,37
3,8200000000000003;0,1;0,2;0,6;0,6;0,2;0,1;-8,05
3,83;0,1;0,2;0,6;0,6;0,2;0,1;-13,1
3,84;0,1;0,2;0,6;0,6;0,2;0,1;-14,31
3,85;0,1;0,2;0,6;0,6;0,2;0,1;-15,53
3,86;0,1;0,2;0,6;0,6;0,2;0,1;-16,74
3,87;0,1;0,2;0,6;0,6;0,2;0,1;-17,95
3,88;0,1;0,2;0,6;0,6;0,2;0,1;-19,17
3,89;0,1;0,2;0,6;0,6;0,2;0,1;-20,38
3,9;0,1;0,2;0,6;0,6;0,2;0,1;-20,53
3,91;0,1;0,2;0,6;0,6;0,2;0,1;-10,99
3,92;0,1;0,2;0,6;0,6;0,2;0,1;-0,71
3,93;0,1;0,2;0,6;0,6;0,2;0,1;-12,42
3,94;0,1;0,2;0,6;0,6;0,2;0,1;-16,67
3,95;0,1;0,2;0,6;0,6;0,2;0,1;-15,7
3,96;0,1;0,2;0,6;0,6;0,2;0,1;-14,74
3,9699999999999998;0,1;0,2;0,6;0,6;0,2;0,1;-13,77
3,98;0,1;0,2;0,6;0,6;0,2;0,1;-12,8
3,99;0,1;0,2;0,6;0,6;0,2;0,1;-11,84
4,0;0,1;0,2;0,6;0,6;0,2;0,1;-10,87
3,0;0,1;0,2;0,7000000000000001;0,7000000000000001;0,2;0,1;-9,0
3,01;0,1;0,2;0,7000000000000001;0,7000000000000001;0,2;0,1;-14,91
3,02;0,1;0,2;0,7000000000000001;0,7000000000000001;0,2;0,1;-20,83
3,03;0,1;0,2;0,7000000000000001;0,7000000000000001;0,2;0,1;-26,75
3,04;0,1;0,2;0,7000000000000001;0,7000000000000001;0,2;0,1;-32,66
3,05;0,1;0,2;0,7000000000000001;0,7000000000000001;0,2;0,1;-38,58
3,06;0,1;0,2;0,7000000000000001;0,7000000000000001;0,2;0,1;-44,49
3,07;0,1;0,2;0,7000000000000001;0,7000000000000001;0,2;0,1;-50,41
3,08;0,1;0,2;0,7000000000000001;0,7000000000000001;0,2;0,1;-56,33
3,09;0,1;0,2;0,7000000000000001;0,7000000000000001;0,2;0,1;-62,24
3,1;0,1;0,2;0,7000000000000001;0,7000000000000001;0,2;0,1;-68,16
3,11;0,1;0,2;0,7000000000000001;0,7000000000000001;0,2;0,1;-74,04
3,12;0,1;0,2;0,7000000000000001;0,7000000000000001;0,2;0,1;-73,09
3,13;0,1;0,2;0,7000000000000001;0,7000000000000001;0,2;0,1;-71,88
3,14;0,1;0,2;0,7000000000000001;0,7000000000000001;0,2;0,1;-70,67
3,15;0,1;0,2;0,7000000000000001;0,7000000000000001;0,2;0,1;-69,45
3,16;0,1;0,2;0,7000000000000001;0,7000000000000001;0,2;0,1;-68,24
3,17;0,1;0,2;0,7000000000000001;0,7000000000000001;0,2;0,1;-67,02
3,18;0,1;0,2;0,7000000000000001;0,7000000000000001;0,2;0,1;-65,81
3,19;0,1;0,2;0,7000000000000001;0,7000000000000001;0,2;0,1;-64,6
3,2;0,1;0,2;0,7000000000000001;0,7000000000000001;0,2;0,1;-63,38
3,21;0,1;0,2;0,7000000000000001;0,7000000000000001;0,2;0,1;-62,17
3,22;0,1;0,2;0,7000000000000001;0,7000000000000001;0,2;0,1;-60,95
3,23;0,1;0,2;0,7000000000000001;0,7000000000000001;0,2;0,1;-59,74
3,24;0,1;0,2;0,7000000000000001;0,7000000000000001;0,2;0,1;-58,53
3,25;0,1;0,2;0,7000000000000001;0,7000000000000001;0,2;0,1;-57,31
3,26;0,1;0,2;0,7000000000000001;0,7000000000000001;0,2;0,1;-56,1
3,27;0,1;0,2;0,7000000000000001;0,7000000000000001;0,2;0,1;-54,88
3,2800000000000002;0,1;0,2;0,7000000000000001;0,7000000000000001;0,2;0,1;-53,67
3,29;0,1;0,2;0,7000000000000001;0,7000000000000001;0,2;0,1;-52,46
3,3;0,1;0,2;0,7000000000000001;0,7000000000000001;0,2;0,1;-51,24
